,Random,,Cooperate,,Defect,,TitForTat,,vulnerability test,,randtriforgive,,fifty defect,,titfortatFORGIVING,,Revenge,,greed,,literallyjustcheating,,wait for space ray to flip bit,,randomrizer,,reverse,,RandomReverse,,betrayal,,random10,,Exploit
Cooperate,398,153,45,320,217,212,49,304,225,255,54,284,243,208,49,319,50,300,402,1000147,402,147,291,186,215,215,229,209,54,299,95,255,398,10153
Defect,0,500,300,300,0,500,168,388,0,500,300,300,0,500,0,500,300,1000300,300,300,207,362,300,300,186,376,3,498,39,474,300,10300
TitForTat,104,99,100,100,260,60,100,100,144,89,100,100,100,100,500,1000000,500,0,356,36,104,99,300,50,104,99,136,91,500,10000
vulnerability test,99,104,224,224,99,104,300,300,99,104,99,104,300,1000300,300,300,260,260,300,300,185,190,101,106,124,129,300,10300
randtriforgive,280,55,100,100,156,86,100,100,100,100,500,1000000,500,0,396,26,104,99,288,53,104,99,136,91,500,10000
fifty defect,59,264,221,201,57,272,57,272,392,1000162,408,138,270,225,216,216,208,243,52,302,88,288,402,10147
titfortatFORGIVING,148,88,100,100,100,100,500,1000000,500,0,396,26,104,99,264,59,104,99,132,92,500,10000
Revenge,93,128,88,148,300,1000300,300,300,252,272,300,300,210,230,89,154,126,151,300,10300
greed,100,100,500,1000000,500,0,348,38,104,99,304,49,104,99,148,88,500,10000
literallyjustcheating,500,1000000,500,0,360,35,104,99,316,46,104,99,128,93,500,10000
wait for space ray to flip bit,1000300,300,1000222,352,1000300,300,1000141,406,1000003,498,1000027,482,1000300,10300
randomrizer,216,356,300,300,162,392,3,498,30,480,300,10300
reverse,257,257,192,267,34,374,68,378,352,10222
RandomReverse,233,238,101,106,127,132,300,10300
betrayal,54,294,84,279,398,10153
random10,151,91,498,10003
Exploit,490,10015

